order_id,guest_id,activity id,activity_name,date_booking,country_activity,device_type
64485,82894,1119,Activity 1119,18/6/16,Indonesia,PC
117434,145696,7092,Activity 7092,14/12/16,Singapore,Mobile
71575,92708,7014,Activity 7014,20/7/16,Singapore,PC
99480,99290,1686,Activity 1686,23/10/16,Japan,Mobile
102775,129402,7092,Activity 7092,31/10/16,Singapore,PC
95797,121334,1119,Activity 1119,12/10/16,Indonesia,PC
79351,102752,10277,Activity 10277,19/8/16,Japan,PC
77699,100920,7014,Activity 7014,13/8/16,Singapore,PC
88492,108926,3331,Activity 3331,16/9/16,Indonesia,PC
89343,112230,4285,Activity 4285,19/9/16,Japan,Mobile
121047,147582,4654,Activity 4654,21/12/16,Singapore,Mobile
121367,149625,7051,Activity 7051,22/12/16,Singapore,PC
101877,100779,7051,Activity 7051,29/10/16,Singapore,PC
110162,116136,1757,Activity 1757,24/11/16,Japan,PC
67852,87474,4146,Activity 4146,5/7/16,Indonesia,PC
120332,148580,7500,Activity 7500,20/12/16,Singapore,PC
125645,153896,3481,Activity 3481,29/12/16,Indonesia,Mobile
105549,132516,10277,Activity 10277,8/11/16,Japan,PC
77400,100487,7502,Activity 7502,12/8/16,Singapore,Mobile
104510,131351,7051,Activity 7051,5/11/16,Singapore,Mobile
93589,118562,3056,Activity 3056,5/10/16,Singapore,PC
68178,88014,9392,Activity 9392,6/7/16,Thailand,Mobile
93338,118201,7092,Activity 7092,4/10/16,Singapore,Mobile
116010,144257,7051,Activity 7051,11/12/16,Singapore,Mobile
70777,91654,7014,Activity 7014,17/7/16,Singapore,Mobile
67764,87330,3087,Activity 3087,4/7/16,Indonesia,PC
111705,139505,1119,Activity 1119,29/11/16,Indonesia,Mobile
101274,127763,3056,Activity 3056,27/10/16,Singapore,Mobile
71356,88257,10277,Activity 10277,20/7/16,Japan,PC
108526,135855,6811,Activity 6811,18/11/16,Japan,PC
126024,154277,1625,Activity 1625,29/12/16,Singapore,PC
77328,100401,9890,Activity 9890,12/8/16,Thailand,Mobile
117405,145666,7051,Activity 7051,14/12/16,Singapore,PC
71324,92363,4146,Activity 4146,19/7/16,Indonesia,PC
73589,95453,3087,Activity 3087,29/7/16,Indonesia,PC
104058,130576,1625,Activity 1625,4/11/16,Singapore,Mobile
93971,119082,3056,Activity 3056,6/10/16,Singapore,PC
109998,137638,3481,Activity 3481,23/11/16,Indonesia,PC
77549,100692,6767,Activity 6767,13/8/16,Japan,Mobile
125616,153890,7051,Activity 7051,29/12/16,Singapore,Mobile
115120,143324,1119,Activity 1119,9/12/16,Indonesia,Mobile
65494,84210,2635,Activity 2635,23/6/16,Japan,PC
67034,80111,2237,Activity 2237,1/7/16,Japan,PC
126275,154549,7051,Activity 7051,30/12/16,Singapore,Mobile
88934,112515,3481,Activity 3481,18/9/16,Indonesia,Mobile
112357,140208,3481,Activity 3481,1/12/16,Indonesia,Mobile
66999,86312,10277,Activity 10277,1/7/16,Japan,PC
112070,76093,2635,Activity 2635,30/11/16,Japan,PC
68365,88289,4184,Activity 4184,7/7/16,Indonesia,PC
126239,154354,10277,Activity 10277,30/12/16,Japan,PC
79252,102664,10277,Activity 10277,18/8/16,Japan,PC
90978,115174,4982,Activity 4982,26/9/16,Japan,PC
126420,154653,3481,Activity 3481,30/12/16,Indonesia,Mobile
102046,128583,4654,Activity 4654,29/10/16,Singapore,PC
97397,123264,405,Activity 405,17/10/16,Japan,PC
91666,116030,2347,Activity 2347,28/9/16,Indonesia,Mobile
93534,118480,3056,Activity 3056,5/10/16,Singapore,PC
70854,91763,7014,Activity 7014,18/7/16,Singapore,PC
105478,132445,1565,Activity 1565,7/11/16,Singapore,PC
114905,143111,10190,Activity 10190,8/12/16,Japan,PC
94138,119305,10277,Activity 10277,7/10/16,Japan,Mobile
67071,86384,4568,Activity 4568,1/7/16,Japan,PC
77922,101232,5405,Activity 5405,14/8/16,Thailand,PC
66120,85092,10277,Activity 10277,26/6/16,Japan,PC
74809,97066,7092,Activity 7092,3/8/16,Singapore,PC
110590,137378,1625,Activity 1625,25/11/16,Singapore,PC
124949,153217,1625,Activity 1625,28/12/16,Singapore,PC
64446,82704,5405,Activity 5405,17/6/16,Thailand,PC
75511,97861,1825,Activity 1825,6/8/16,Indonesia,Mobile
90683,114793,3481,Activity 3481,24/9/16,Indonesia,Mobile
122588,150821,1625,Activity 1625,24/12/16,Singapore,PC
79764,103148,10277,Activity 10277,20/8/16,Japan,PC
108522,135470,4654,Activity 4654,18/11/16,Singapore,PC
90314,114199,9906,Activity 9906,23/9/16,Singapore,PC
93737,118777,2635,Activity 2635,5/10/16,Japan,PC
91645,116012,10277,Activity 10277,28/9/16,Japan,PC
95287,40207,10277,Activity 10277,10/10/16,Japan,PC
65919,84816,6588,Activity 6588,25/6/16,Japan,Mobile
115236,143453,1119,Activity 1119,9/12/16,Indonesia,PC
127240,155501,7051,Activity 7051,31/12/16,Singapore,Mobile
86350,79329,2548,Activity 2548,10/9/16,Japan,PC
101330,127820,1565,Activity 1565,27/10/16,Singapore,Mobile
90745,112899,4250,Activity 4250,25/9/16,Japan,PC
111612,139421,5405,Activity 5405,29/11/16,Thailand,PC
79171,102381,4654,Activity 4654,18/8/16,Singapore,PC
95750,118030,2228,Activity 2228,12/10/16,Japan,PC
85779,109170,9215,Activity 9215,8/9/16,Indonesia,Mobile
90509,113674,3481,Activity 3481,24/9/16,Indonesia,Mobile
122714,150936,1625,Activity 1625,24/12/16,Singapore,Mobile
95533,117338,9215,Activity 9215,11/10/16,Indonesia,Mobile
112021,139877,4515,Activity 4515,30/11/16,Japan,PC
99345,125572,1205,Activity 1205,22/10/16,Singapore,PC
107041,132932,10369,Activity 10369,13/11/16,Singapore,PC
103731,129249,9906,Activity 9906,3/11/16,Singapore,PC
113346,141295,7051,Activity 7051,4/12/16,Singapore,Mobile
127125,155365,4654,Activity 4654,31/12/16,Singapore,Mobile
63494,81535,3481,Activity 3481,11/6/16,Indonesia,PC
106771,133923,1625,Activity 1625,12/11/16,Singapore,PC
98024,123633,1205,Activity 1205,18/10/16,Singapore,Mobile
72943,75964,1039,Activity 1039,26/7/16,Indonesia,PC
82956,100988,10277,Activity 10277,31/8/16,Japan,PC
126933,155175,7014,Activity 7014,31/12/16,Singapore,Mobile
79760,103143,5005,Activity 5005,20/8/16,Indonesia,PC
101413,127909,1625,Activity 1625,28/10/16,Singapore,PC
104715,131588,7051,Activity 7051,5/11/16,Singapore,PC
126886,155150,1625,Activity 1625,31/12/16,Singapore,PC
123483,151711,8119,Activity 8119,26/12/16,Japan,PC
77926,99850,810,Activity 810,14/8/16,Indonesia,Mobile
85026,108106,2347,Activity 2347,6/9/16,Indonesia,Mobile
125853,154092,4654,Activity 4654,29/12/16,Singapore,Mobile
91162,115409,10277,Activity 10277,26/9/16,Japan,PC
89545,113296,3481,Activity 3481,20/9/16,Indonesia,PC
64539,80094,6613,Activity 6613,18/6/16,Japan,PC
78826,102259,1625,Activity 1625,17/8/16,Singapore,PC
123648,150631,1625,Activity 1625,26/12/16,Singapore,PC
71111,92060,6767,Activity 6767,18/7/16,Japan,PC
114412,142599,7051,Activity 7051,7/12/16,Singapore,PC
77143,100136,3088,Activity 3088,11/8/16,Singapore,PC
81081,104450,5312,Activity 5312,24/8/16,Japan,PC
86963,110395,494,Activity 494,11/9/16,Japan,PC
90398,114414,4654,Activity 4654,23/9/16,Singapore,Mobile
99928,126308,1625,Activity 1625,24/10/16,Singapore,Mobile
69901,90490,10277,Activity 10277,14/7/16,Japan,PC
77287,100356,1039,Activity 1039,12/8/16,Indonesia,PC
106229,133304,1625,Activity 1625,10/11/16,Singapore,Mobile
83754,80920,3929,Activity 3929,2/9/16,Japan,
67170,83926,5312,Activity 5312,1/7/16,Japan,PC
84359,107685,3481,Activity 3481,4/9/16,Indonesia,Mobile
63059,80953,3481,Activity 3481,9/6/16,Indonesia,Mobile
69357,89658,6588,Activity 6588,11/7/16,Japan,Mobile
74323,96363,3087,Activity 3087,1/8/16,Indonesia,Mobile
82418,105841,3087,Activity 3087,29/8/16,Indonesia,Mobile
102629,129224,3088,Activity 3088,31/10/16,Singapore,Mobile
122612,139449,7092,Activity 7092,24/12/16,Singapore,Mobile
116660,145005,1625,Activity 1625,13/12/16,Singapore,Mobile
112777,140661,2650,Activity 2650,2/12/16,Japan,PC
116917,143937,7096,Activity 7096,13/12/16,Singapore,Mobile
127068,155300,4184,Activity 4184,31/12/16,Indonesia,PC
118485,146774,3481,Activity 3481,16/12/16,Indonesia,Mobile
120357,148606,9906,Activity 9906,20/12/16,Singapore,Mobile
126218,154486,7496,Activity 7496,30/12/16,Singapore,PC
98501,124643,7014,Activity 7014,20/10/16,Singapore,PC
89651,113345,4042,Activity 4042,20/9/16,Japan,PC
109179,136604,4541,Activity 4541,20/11/16,Japan,Mobile
92232,116783,4654,Activity 4654,30/9/16,Singapore,Mobile
108256,135538,3481,Activity 3481,17/11/16,Indonesia,Mobile
66874,86140,10369,Activity 10369,30/6/16,Singapore,Mobile
96180,121797,7051,Activity 7051,13/10/16,Singapore,Mobile
120439,147542,7092,Activity 7092,20/12/16,Singapore,Mobile
96983,122710,7660,Activity 7660,15/10/16,Singapore,Mobile
120022,148230,1625,Activity 1625,19/12/16,Singapore,PC
113001,140899,4654,Activity 4654,3/12/16,Singapore,Mobile
92634,117312,10190,Activity 10190,2/10/16,Japan,PC
108073,135311,1625,Activity 1625,16/11/16,Singapore,PC
88335,111571,10190,Activity 10190,15/9/16,Japan,Mobile
105472,132438,4527,Activity 4527,7/11/16,Japan,PC
123993,152222,7092,Activity 7092,26/12/16,Singapore,Mobile
84530,107837,4654,Activity 4654,4/9/16,Singapore,Mobile
80004,101211,10190,Activity 10190,21/8/16,Japan,Mobile
61712,79160,3087,Activity 3087,1/6/16,Indonesia,PC
104667,131243,9890,Activity 9890,5/11/16,Thailand,Mobile
85988,109369,10277,Activity 10277,9/9/16,Japan,Mobile
115441,139311,3038,Activity 3038,10/12/16,Japan,PC
88788,112333,3088,Activity 3088,17/9/16,Singapore,PC
98259,124335,10277,Activity 10277,19/10/16,Japan,PC
77293,94918,10277,Activity 10277,12/8/16,Japan,PC
80805,104137,6588,Activity 6588,23/8/16,Japan,PC
124837,152379,7637,Activity 7637,28/12/16,Taiwan,Mobile
71311,92354,3038,Activity 3038,19/7/16,Japan,PC
80821,104155,3965,Activity 3965,23/8/16,Japan,Mobile
111366,139163,3481,Activity 3481,28/11/16,Indonesia,PC
74750,96971,2645,Activity 2645,3/8/16,Japan,Mobile
65514,84092,2237,Activity 2237,23/6/16,Japan,PC
97053,122790,4654,Activity 4654,15/10/16,Singapore,Mobile
126664,154763,9906,Activity 9906,30/12/16,Singapore,PC
103721,130321,3481,Activity 3481,3/11/16,Indonesia,PC
92490,117099,3056,Activity 3056,1/10/16,Singapore,Mobile
116515,144812,1625,Activity 1625,12/12/16,Singapore,PC
110826,138563,7014,Activity 7014,26/11/16,Singapore,Mobile
97596,123430,3087,Activity 3087,17/10/16,Indonesia,Mobile
125282,153550,4654,Activity 4654,28/12/16,Singapore,PC
90790,114953,4527,Activity 4527,25/9/16,Japan,PC
84248,107550,10277,Activity 10277,3/9/16,Japan,PC
66651,85143,3481,Activity 3481,29/6/16,Indonesia,Mobile
80706,104034,634,Activity 634,23/8/16,Japan,PC
125625,153717,1119,Activity 1119,29/12/16,Indonesia,Mobile
92246,116432,7097,Activity 7097,30/9/16,Singapore,PC
120945,147005,3087,Activity 3087,21/12/16,Indonesia,Mobile
100492,124715,5341,Activity 5341,25/10/16,Japan,
78940,102245,3481,Activity 3481,17/8/16,Indonesia,Mobile
71942,93202,7051,Activity 7051,22/7/16,Singapore,PC
108438,135729,10277,Activity 10277,17/11/16,Japan,Mobile
119670,147899,7014,Activity 7014,19/12/16,Singapore,Mobile
96875,122564,10369,Activity 10369,15/10/16,Singapore,Mobile
81478,104928,5389,Activity 5389,26/8/16,Thailand,PC
70940,91855,2968,Activity 2968,18/7/16,Japan,PC
73114,94857,3192,Activity 3192,27/7/16,Japan,PC
111938,139788,3168,Activity 3168,30/11/16,Indonesia,PC
81784,105218,10277,Activity 10277,27/8/16,Japan,PC
70345,91062,6767,Activity 6767,15/7/16,Japan,PC
110851,138585,1625,Activity 1625,26/11/16,Singapore,Mobile
67999,87579,7098,Activity 7098,5/7/16,Singapore,Mobile
82037,105493,4654,Activity 4654,28/8/16,Singapore,Mobile
93612,118584,1625,Activity 1625,5/10/16,Singapore,Mobile
124729,152516,3088,Activity 3088,27/12/16,Singapore,Mobile
87703,111090,1119,Activity 1119,13/9/16,Indonesia,Mobile
104086,130907,1625,Activity 1625,4/11/16,Singapore,Mobile
77459,95619,9215,Activity 9215,13/8/16,Indonesia,PC
103052,129735,3087,Activity 3087,1/11/16,Indonesia,PC
64673,83148,3481,Activity 3481,19/6/16,Indonesia,PC
94908,120281,2636,Activity 2636,9/10/16,Japan,PC
87228,110654,10277,Activity 10277,12/9/16,Japan,Mobile
106529,133640,1119,Activity 1119,11/11/16,Indonesia,PC
72432,93083,1119,Activity 1119,24/7/16,Indonesia,Mobile
110782,138529,1625,Activity 1625,26/11/16,Singapore,PC
98527,122170,6507,Activity 6507,20/10/16,Japan,PC
95156,120577,10277,Activity 10277,10/10/16,Japan,Mobile
119016,147268,1625,Activity 1625,18/12/16,Singapore,PC
74370,96469,1113,Activity 1113,1/8/16,Japan,PC
106436,133538,3481,Activity 3481,11/11/16,Indonesia,Mobile
96562,120437,7092,Activity 7092,14/10/16,Singapore,PC
93021,114718,3087,Activity 3087,3/10/16,Indonesia,PC
120068,148296,1625,Activity 1625,20/12/16,Singapore,PC
123273,151473,7051,Activity 7051,25/12/16,Singapore,Mobile
110478,138168,1565,Activity 1565,25/11/16,Singapore,Mobile
109136,136556,1625,Activity 1625,20/11/16,Singapore,Mobile
70426,91143,10277,Activity 10277,16/7/16,Japan,PC
70512,91274,9906,Activity 9906,16/7/16,Singapore,Mobile
73514,84573,3273,Activity 3273,29/7/16,Japan,PC
106445,133545,3481,Activity 3481,11/11/16,Indonesia,Mobile
102826,129458,7051,Activity 7051,31/10/16,Singapore,Mobile
72542,94030,4678,Activity 4678,25/7/16,Indonesia,PC
92587,117249,1113,Activity 1113,2/10/16,Japan,Mobile
117287,145546,7092,Activity 7092,14/12/16,Singapore,Mobile
98652,84139,4250,Activity 4250,20/10/16,Japan,PC
118332,146612,7623,Activity 7623,16/12/16,Taiwan,PC
63777,81911,3087,Activity 3087,13/6/16,Indonesia,Mobile
95117,120263,10190,Activity 10190,10/10/16,Japan,Mobile
76564,98403,7014,Activity 7014,9/8/16,Singapore,PC
102900,129557,7092,Activity 7092,1/11/16,Singapore,PC
76394,90521,4603,Activity 4603,9/8/16,Japan,PC
70821,90766,1412,Activity 1412,17/7/16,Indonesia,PC
79402,102802,9392,Activity 9392,19/8/16,Thailand,PC
126583,154781,1119,Activity 1119,30/12/16,Indonesia,Mobile
78841,102266,7098,Activity 7098,17/8/16,Singapore,Mobile
87737,111117,3481,Activity 3481,13/9/16,Indonesia,Mobile
104054,130871,2703,Activity 2703,4/11/16,Japan,Mobile
72730,75964,3220,Activity 3220,25/7/16,Indonesia,PC
104310,120248,4410,Activity 4410,4/11/16,Japan,PC
66340,85399,1825,Activity 1825,27/6/16,Indonesia,Mobile
113324,141019,2635,Activity 2635,4/12/16,Japan,PC
97823,123818,10277,Activity 10277,18/10/16,Japan,Mobile
96453,122099,3481,Activity 3481,14/10/16,Indonesia,Mobile
90159,114094,3481,Activity 3481,22/9/16,Indonesia,Mobile
120435,148695,4654,Activity 4654,20/12/16,Singapore,PC
125522,153805,1205,Activity 1205,29/12/16,Singapore,PC
125440,153711,1625,Activity 1625,29/12/16,Singapore,Mobile
122886,145773,9906,Activity 9906,25/12/16,Singapore,PC
64780,83162,2220,Activity 2220,19/6/16,Japan,PC
115035,143252,1625,Activity 1625,9/12/16,Singapore,PC
90582,114630,3908,Activity 3908,24/9/16,Japan,PC
91365,114604,7092,Activity 7092,27/9/16,Singapore,PC
109809,136383,2703,Activity 2703,22/11/16,Japan,
94340,117168,4146,Activity 4146,7/10/16,Indonesia,PC
107645,132026,4223,Activity 4223,14/11/16,Japan,PC
74028,96046,3481,Activity 3481,31/7/16,Indonesia,Mobile
64636,83091,3829,Activity 3829,18/6/16,Indonesia,PC
119076,147323,1625,Activity 1625,18/12/16,Singapore,Mobile
67605,87081,6588,Activity 6588,3/7/16,Japan,PC
106385,133195,10277,Activity 10277,11/11/16,Japan,PC
74123,96167,9215,Activity 9215,31/7/16,Indonesia,PC
111055,138744,9906,Activity 9906,27/11/16,Singapore,PC
102235,128004,10369,Activity 10369,30/10/16,Singapore,Mobile
113927,142055,7092,Activity 7092,6/12/16,Singapore,PC
67356,86720,1119,Activity 1119,2/7/16,Indonesia,Mobile
85884,108981,10277,Activity 10277,8/9/16,Japan,Mobile
121216,149487,3087,Activity 3087,22/12/16,Indonesia,PC
78430,94524,405,Activity 405,16/8/16,Japan,PC
122855,151097,1625,Activity 1625,24/12/16,Singapore,Mobile
114700,142869,3087,Activity 3087,8/12/16,Indonesia,PC
74488,96614,10190,Activity 10190,2/8/16,Japan,PC
69159,89397,9392,Activity 9392,10/7/16,Thailand,PC
109776,137016,1625,Activity 1625,22/11/16,Singapore,Mobile
121992,145529,3481,Activity 3481,23/12/16,Indonesia,Mobile
66741,84830,1119,Activity 1119,29/6/16,Indonesia,Mobile
85007,108369,10277,Activity 10277,6/9/16,Japan,PC
105333,130125,1625,Activity 1625,7/11/16,Singapore,PC
109965,137591,1625,Activity 1625,23/11/16,Singapore,PC
61946,75641,10277,Activity 10277,2/6/16,Japan,PC
116016,142521,1625,Activity 1625,11/12/16,Singapore,PC
123991,152184,4654,Activity 4654,26/12/16,Singapore,Mobile
102520,129075,1768,Activity 1768,30/10/16,Japan,PC
68184,88028,6598,Activity 6598,6/7/16,Thailand,Mobile
118858,147107,7051,Activity 7051,17/12/16,Singapore,Mobile
83686,107014,9215,Activity 9215,2/9/16,Indonesia,Mobile
97607,123522,4654,Activity 4654,17/10/16,Singapore,PC
100699,127217,10190,Activity 10190,26/10/16,Japan,PC
91506,115830,10277,Activity 10277,28/9/16,Japan,PC
117357,145616,3481,Activity 3481,14/12/16,Indonesia,Mobile
74946,97238,7014,Activity 7014,3/8/16,Singapore,PC
124935,152872,3481,Activity 3481,28/12/16,Indonesia,Mobile
103233,128916,7014,Activity 7014,2/11/16,Singapore,Mobile
121990,150187,1625,Activity 1625,23/12/16,Singapore,Mobile
71088,54152,1746,Activity 1746,18/7/16,Japan,Mobile
68047,87815,2636,Activity 2636,6/7/16,Japan,PC
117361,145615,1625,Activity 1625,14/12/16,Singapore,PC
86196,109385,10277,Activity 10277,9/9/16,Japan,Mobile
121485,149732,10277,Activity 10277,22/12/16,Japan,Mobile
94666,119978,3088,Activity 3088,8/10/16,Singapore,Mobile
74117,96150,3273,Activity 3273,31/7/16,Japan,Mobile
95675,112693,9461,Activity 9461,11/10/16,Thailand,Mobile
73350,92602,2237,Activity 2237,28/7/16,Japan,PC
113411,141376,1625,Activity 1625,4/12/16,Singapore,Mobile
104302,131149,7092,Activity 7092,4/11/16,Singapore,PC
93573,118550,3056,Activity 3056,5/10/16,Singapore,Mobile
68270,88158,3087,Activity 3087,7/7/16,Indonesia,PC
113550,141545,10277,Activity 10277,5/12/16,Japan,PC
79744,103123,7014,Activity 7014,20/8/16,Singapore,Mobile
106270,132654,4565,Activity 4565,10/11/16,Japan,PC
107344,132973,4241,Activity 4241,14/11/16,Japan,PC
110351,43015,2614,Activity 2614,24/11/16,Japan,Mobile
123631,151862,1119,Activity 1119,26/12/16,Indonesia,Mobile
114425,142516,1625,Activity 1625,7/12/16,Singapore,Mobile
69974,86638,3481,Activity 3481,14/7/16,Indonesia,PC
81986,105370,7014,Activity 7014,28/8/16,Singapore,Mobile
71173,90261,3087,Activity 3087,19/7/16,Indonesia,Mobile
102142,128679,3056,Activity 3056,29/10/16,Singapore,PC
85137,108213,1039,Activity 1039,6/9/16,Indonesia,Mobile
98613,124765,7051,Activity 7051,20/10/16,Singapore,Mobile
93497,118446,1625,Activity 1625,4/10/16,Singapore,Mobile
87483,110901,10369,Activity 10369,13/9/16,Singapore,Mobile
100784,127312,3088,Activity 3088,26/10/16,Singapore,PC
95602,116301,6977,Activity 6977,11/10/16,Thailand,
103106,129800,1625,Activity 1625,1/11/16,Singapore,Mobile
104900,131810,10277,Activity 10277,6/11/16,Japan,Mobile
116607,144887,682,Activity 682,12/12/16,Japan,PC
121756,150016,1625,Activity 1625,23/12/16,Singapore,Mobile
109896,137496,7051,Activity 7051,22/11/16,Singapore,Mobile
72082,80498,2636,Activity 2636,22/7/16,Japan,Mobile
127114,155349,7014,Activity 7014,31/12/16,Singapore,PC
94770,120101,4932,Activity 4932,9/10/16,Japan,PC
125643,149284,10369,Activity 10369,29/12/16,Singapore,PC
106143,128466,10277,Activity 10277,10/11/16,Japan,Mobile
109560,137081,4654,Activity 4654,21/11/16,Singapore,Mobile
118261,146540,7014,Activity 7014,16/12/16,Singapore,PC
66834,86104,10277,Activity 10277,30/6/16,Japan,PC
83734,107066,3481,Activity 3481,2/9/16,Indonesia,Mobile
86925,110285,7014,Activity 7014,11/9/16,Singapore,PC
72714,93703,9215,Activity 9215,25/7/16,Indonesia,PC
114349,142536,10277,Activity 10277,7/12/16,Japan,PC
121541,149773,7550,Activity 7550,22/12/16,Indonesia,PC
63105,80757,6964,Activity 6964,9/6/16,Thailand,Mobile
78775,102178,3481,Activity 3481,17/8/16,Indonesia,Mobile
126680,154893,7092,Activity 7092,30/12/16,Singapore,Mobile
110186,137877,9215,Activity 9215,24/11/16,Indonesia,Mobile
77804,100792,7014,Activity 7014,14/8/16,Singapore,PC
112587,140462,4260,Activity 4260,2/12/16,Japan,PC
105416,132378,1565,Activity 1565,7/11/16,Singapore,Mobile
105729,132750,1625,Activity 1625,8/11/16,Singapore,PC
107513,39219,2635,Activity 2635,14/11/16,Japan,PC
83160,104820,1039,Activity 1039,31/8/16,Indonesia,Mobile
61874,79061,4321,Activity 4321,2/6/16,Japan,PC
119310,147517,7051,Activity 7051,18/12/16,Singapore,Mobile
92155,116678,4654,Activity 4654,30/9/16,Singapore,PC
68244,88099,7014,Activity 7014,6/7/16,Singapore,Mobile
69567,89953,10277,Activity 10277,12/7/16,Japan,Mobile
79569,102952,3481,Activity 3481,19/8/16,Indonesia,PC
115038,143255,3087,Activity 3087,9/12/16,Indonesia,PC
123451,151681,7051,Activity 7051,26/12/16,Singapore,PC
110006,137635,3274,Activity 3274,23/11/16,Indonesia,PC
98343,124003,3481,Activity 3481,19/10/16,Indonesia,Mobile
94895,120254,7051,Activity 7051,9/10/16,Singapore,Mobile
116713,145052,3481,Activity 3481,13/12/16,Indonesia,Mobile
127250,155438,1625,Activity 1625,31/12/16,Singapore,PC
91247,115564,4654,Activity 4654,27/9/16,Singapore,PC
94367,119408,1625,Activity 1625,7/10/16,Singapore,PC
113260,141192,4633,Activity 4633,4/12/16,Japan,PC
81807,105124,9461,Activity 9461,27/8/16,Thailand,PC
97632,123571,1625,Activity 1625,17/10/16,Singapore,PC
62669,80451,3481,Activity 3481,7/6/16,Indonesia,Mobile
111886,139714,7051,Activity 7051,29/11/16,Singapore,Mobile
124434,152024,7051,Activity 7051,27/12/16,Singapore,Mobile
126994,155231,7051,Activity 7051,31/12/16,Singapore,PC
100126,126536,1625,Activity 1625,24/10/16,Singapore,PC
102098,128651,4654,Activity 4654,29/10/16,Singapore,Mobile
112889,140791,1625,Activity 1625,3/12/16,Singapore,PC
111224,138995,4654,Activity 4654,27/11/16,Singapore,PC
95778,121316,10277,Activity 10277,12/10/16,Japan,PC
115729,143829,1625,Activity 1625,10/12/16,Singapore,Mobile
114222,142392,1625,Activity 1625,7/12/16,Singapore,Mobile
82879,53424,4565,Activity 4565,30/8/16,Japan,PC
123043,151276,7051,Activity 7051,25/12/16,Singapore,Mobile
85543,108925,3481,Activity 3481,7/9/16,Indonesia,Mobile
115980,144233,7051,Activity 7051,11/12/16,Singapore,PC
90550,114599,7097,Activity 7097,24/9/16,Singapore,Mobile
92772,117473,5405,Activity 5405,2/10/16,Thailand,Mobile
113679,141706,7092,Activity 7092,5/12/16,Singapore,PC
87461,97074,3580,Activity 3580,13/9/16,Indonesia,PC
122188,150406,10277,Activity 10277,23/12/16,Japan,Mobile
96899,122594,1625,Activity 1625,15/10/16,Singapore,Mobile
82638,106073,7051,Activity 7051,30/8/16,Singapore,PC
118117,146414,7092,Activity 7092,16/12/16,Singapore,Mobile
100093,124222,1625,Activity 1625,24/10/16,Singapore,Mobile
77464,99617,4527,Activity 4527,13/8/16,Japan,Mobile
89378,113128,6885,Activity 6885,19/9/16,Japan,PC
74800,84374,1625,Activity 1625,3/8/16,Singapore,PC
98758,124907,9890,Activity 9890,20/10/16,Thailand,Mobile
121542,149771,2635,Activity 2635,22/12/16,Japan,PC
94251,119470,7051,Activity 7051,7/10/16,Singapore,PC
85318,108669,4184,Activity 4184,7/9/16,Indonesia,PC
63246,81209,10277,Activity 10277,10/6/16,Japan,Mobile
102399,128930,9890,Activity 9890,30/10/16,Thailand,PC
121831,149352,7014,Activity 7014,23/12/16,Singapore,Mobile
91968,116426,7092,Activity 7092,29/9/16,Singapore,PC
87717,111097,3087,Activity 3087,13/9/16,Indonesia,Mobile
126073,154326,1625,Activity 1625,29/12/16,Singapore,PC
70606,91160,1241,Activity 1241,17/7/16,Japan,Mobile
111456,138662,4654,Activity 4654,28/11/16,Singapore,Mobile
95944,111574,10190,Activity 10190,12/10/16,Japan,Mobile
119974,148209,9461,Activity 9461,19/12/16,Thailand,Mobile
67721,87266,9215,Activity 9215,4/7/16,Indonesia,PC
62053,79634,10277,Activity 10277,3/6/16,Japan,PC
115520,143728,7051,Activity 7051,10/12/16,Singapore,Mobile
63696,81824,3481,Activity 3481,13/6/16,Indonesia,PC
118548,146352,1620,Activity 1620,17/12/16,Indonesia,PC
127018,155240,3087,Activity 3087,31/12/16,Indonesia,Mobile
64820,83335,1119,Activity 1119,19/6/16,Indonesia,PC
86228,109600,7462,Activity 7462,9/9/16,Japan,Mobile
69637,90097,1039,Activity 1039,12/7/16,Indonesia,Mobile
71312,92348,2237,Activity 2237,19/7/16,Japan,Mobile
78356,95904,1757,Activity 1757,16/8/16,Japan,Mobile
70543,90532,1205,Activity 1205,16/7/16,Singapore,Mobile
84641,107933,10277,Activity 10277,5/9/16,Japan,Mobile
108063,135306,10277,Activity 10277,16/11/16,Japan,Mobile
121721,149983,1625,Activity 1625,23/12/16,Singapore,Mobile
87848,111238,1119,Activity 1119,14/9/16,Indonesia,Mobile
66870,78860,4678,Activity 4678,30/6/16,Indonesia,PC
93516,118469,3056,Activity 3056,5/10/16,Singapore,Mobile
110490,117207,1205,Activity 1205,25/11/16,Singapore,PC
112113,17869,3481,Activity 3481,30/11/16,Indonesia,PC
65727,84549,3481,Activity 3481,24/6/16,Indonesia,Mobile
106648,133772,10277,Activity 10277,11/11/16,Japan,Mobile
89673,113464,4654,Activity 4654,20/9/16,Singapore,Mobile
92104,116611,1625,Activity 1625,30/9/16,Singapore,Mobile
125948,154182,3481,Activity 3481,29/12/16,Indonesia,PC
108726,134878,7051,Activity 7051,18/11/16,Singapore,PC
91724,116114,3056,Activity 3056,28/9/16,Singapore,PC
103109,129804,1565,Activity 1565,1/11/16,Singapore,Mobile
94473,87114,2237,Activity 2237,8/10/16,Japan,PC
89489,113210,4527,Activity 4527,20/9/16,Japan,Mobile
93381,118263,4654,Activity 4654,4/10/16,Singapore,Mobile
105772,132207,5389,Activity 5389,8/11/16,Thailand,PC
104889,121660,5452,Activity 5452,6/11/16,Japan,Mobile
